0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0.295272,0.318334,0.00100403;0.313962,0.29693,-0.000822418;0.332678,0.282697,-0.00338245;0.336947,0.268692,-0.00675505;0.341928,0.288045,-0.0124707;0.372583,0.260724,-0.0243472;0.391599,0.244879,-0.0303565;0.406323,0.233299,-0.0336077;0.353997,0.298383,-0.0198775;0.389875,0.270245,-0.0324535;0.413924,0.253338,-0.0391825;0.43314,0.240273,-0.0424872;0.363441,0.313152,-0.0269108;0.398772,0.287752,-0.0392504;0.420629,0.272826,-0.0456024;0.438206,0.260573,-0.0483046;0.370834,0.331481,-0.033321;0.398598,0.314727,-0.0444431;0.416265,0.303443,-0.048752;0.432226,0.293643,-0.05026;
0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0.63784,0.564182,0.0116602;0.673452,0.544148,0.0146062;0.699224,0.521115,0.0160105;0.720942,0.510778,0.0157586;0.68586,0.516438,-0.00706626;0.714445,0.472012,-0.013637;0.725306,0.443914,-0.0151639;0.729845,0.422075,-0.0151766;0.668895,0.5018,-0.0162975;0.700402,0.449965,-0.0258602;0.714437,0.417494,-0.028497;0.72278,0.393657,-0.0286332;0.646792,0.489195,-0.0234468;0.678325,0.442643,-0.0309518;0.693978,0.41387,-0.0324435;0.704697,0.390893,-0.0320762;0.619502,0.480534,-0.028611;0.648302,0.444855,-0.0340582;0.662256,0.42522,-0.0334183;0.672763,0.408092,-0.0314208;
0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0.860835,0.542811,0.0194038;0.915394,0.533341,0.03165;0.94923,0.5147,0.0425743;0.960243,0.495338,0.0533245;0.934643,0.48597,0.0137761;0.982904,0.449828,0.0173981;1.0083,0.428825,0.0221405;1.02708,0.412305,0.0260602;0.90962,0.467997,0.00488449;0.968153,0.428819,0.000130008;0.997731,0.405782,0.000331988;1.02113,0.388947,0.00389667;0.876288,0.45456,-0.0013469;0.931851,0.419625,-0.00462229;0.963918,0.397638,-0.00460628;0.991175,0.38154,-0.00189025;0.835179,0.445835,-0.00487105;0.878138,0.416358,-0.00357726;0.903969,0.40015,0.00169902;0.928891,0.388314,0.00781228;
0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0.615486,0.604141,-0.00694282;0.647381,0.595885,-0.012158;0.668154,0.580869,-0.0150044;0.684824,0.570443,-0.0189198;0.648542,0.567528,-0.0265092;0.676864,0.541266,-0.0361338;0.693873,0.526531,-0.0400714;0.70698,0.51479,-0.0418242;0.630796,0.55602,-0.0268231;0.664586,0.529081,-0.0368894;0.686237,0.512852,-0.0411507;0.703661,0.500529,-0.0434475;0.611538,0.547152,-0.0261511;0.645435,0.522662,-0.0345324;0.667841,0.508069,-0.0392738;0.685609,0.497378,-0.0418948;0.59106,0.541599,-0.0250786;0.618589,0.521431,-0.0322211;0.636818,0.510646,-0.0348166;0.653159,0.502369,-0.0357587;
0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0.383611,0.514452,-0.00752362;0.412352,0.528366,-0.0172166;0.427523,0.548266,-0.0234974;0.430564,0.565893,-0.0284057;0.391916,0.529829,-0.0394402;0.407631,0.562897,-0.0481608;0.414718,0.574748,-0.0460348;0.416707,0.579099,-0.0420808;0.367876,0.53731,-0.0380911;0.390132,0.570728,-0.0457306;0.401953,0.579936,-0.0394875;0.406327,0.580549,-0.0338786;0.348984,0.544977,-0.0347801;0.373046,0.573135,-0.0384185;0.385419,0.576862,-0.0285253;0.390611,0.573551,-0.0208002;0.334744,0.552061,-0.0315807;0.356764,0.573836,-0.0319926;0.369339,0.576669,-0.0242759;0.375448,0.574122,-0.0176756;
0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0.879308,0.565962,0.0175323;0.906766,0.554791,0.0224802;0.926226,0.543001,0.0244015;0.93832,0.532587,0.0240905;0.923198,0.544855,-0.0033038;0.952648,0.51759,-0.00951375;0.969363,0.500153,-0.0112255;0.980994,0.486415,-0.0117194;0.914093,0.53943,-0.0161343;0.947221,0.50965,-0.0253644;0.966382,0.489194,-0.0293263;0.979126,0.474322,-0.0312987;0.898905,0.532537,-0.0263513;0.930879,0.505718,-0.0339228;0.94842,0.48691,-0.037296;0.960923,0.473495,-0.0389661;0.878274,0.525299,-0.034212;0.90538,0.505227,-0.041889;0.921054,0.493573,-0.0442682;0.933915,0.483713,-0.0448675;
0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0.455594,0.934283,-0.00868119;0.445267,0.951098,-0.0120235;0.438265,0.969722,-0.0133483;0.433748,0.98673,-0.0142302;0.459634,0.976613,-0.0127502;0.450385,1.00156,-0.0168737;0.441609,1.0122,-0.0186248;0.434929,1.01691,-0.0190674;0.466361,0.984249,-0.00872362;0.457152,1.01013,-0.0121815;0.447672,1.01943,-0.0130582;0.440432,1.02298,-0.0133088;0.469275,0.988055,-0.00483399;0.461295,1.01236,-0.00730625;0.452992,1.02152,-0.00713959;0.446011,1.02589,-0.00659023;0.469348,0.989288,-0.00157469;0.462893,1.01093,-0.0030821;0.455769,1.02101,-0.0027474;0.449798,1.02579,-0.0020961;
0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0.448785,0.651237,0.00183055;0.473346,0.641645,0.00225086;0.489542,0.632333,0.00223465;0.502035,0.629911,0.00124803;0.475563,0.622411,-0.00837557;0.494547,0.602554,-0.0142144;0.505527,0.589935,-0.0170956;0.513347,0.579726,-0.0188427;0.463751,0.614248,-0.0128163;0.486434,0.592935,-0.0196115;0.499665,0.578518,-0.0229136;0.509598,0.56738,-0.0247219;0.448964,0.607886,-0.0165159;0.471232,0.587675,-0.0227326;0.484894,0.574688,-0.0259547;0.495786,0.564786,-0.0275769;0.431122,0.603271,-0.0195706;0.449636,0.588325,-0.0261783;0.461864,0.57849,-0.0288832;0.472042,0.570736,-0.029781;
0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0.479615,0.289506,-0.00332331;0.497984,0.271163,-0.00733774;0.520559,0.264006,-0.0108905;0.537357,0.26229,-0.0146951;0.51086,0.269512,-0.0164863;0.544866,0.253896,-0.0257329;0.565369,0.244919,-0.02989;0.580521,0.237801,-0.0318158;0.522538,0.280773,-0.0199395;0.559047,0.262074,-0.0288851;0.581696,0.249904,-0.0332579;0.598907,0.240374,-0.035572;0.532391,0.293576,-0.0229384;0.566047,0.275043,-0.0300571;0.585987,0.262816,-0.0331029;0.600444,0.253243,-0.0343335;0.540037,0.307206,-0.0258916;0.564986,0.292598,-0.0313814;0.579058,0.282081,-0.032463;0.589671,0.273002,-0.032171;
0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;0.728112,0.544727,-0.0115257;0.763863,0.532824,-0.0181482;0.784563,0.510716,-0.0223133;0.801407,0.493813,-0.0270869;0.763378,0.498815,-0.0234286;0.792199,0.468687,-0.0336237;0.809111,0.450747,-0.0396182;0.821839,0.435549,-0.0431204;0.743173,0.487057,-0.0227626;0.778347,0.456869,-0.031655;0.80012,0.436267,-0.0375323;0.816807,0.420226,-0.0413955;0.72149,0.48038,-0.0220426;0.754591,0.453644,-0.0293723;0.776838,0.436616,-0.0347472;0.794581,0.424591,-0.0383717;0.698698,0.477641,-0.021762;0.72617,0.456685,-0.0289843;0.744086,0.444608,-0.0320518;0.760082,0.435262,-0.0333007;
